section,representation,context,period,horizon,quintile,count,dates,securities,industries,mean_net_return,median_net_return,positive_return_fraction,mean_industry_relative,median_industry_relative,mean_broad_relative,severe_loss_fraction,mean_mae_h20,control,tercile,q5_count,q1_count,q5_mean_industry_relative,q1_mean_industry_relative,q5_minus_q1_industry_relative
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2020,20,5,9102,48,2183,109,0.00274136159194,-0.0144253221619,0.445396616128,-0.00342220035975,-0.0129576373391,-0.00569076980264,0.197099538563,-0.0929167409368,,,,,,,
raw_spread,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2020,20,Q5-Q1,9083,46,,,-0.00257429055609,0.0079210016029,0.0108485593189,-0.00272121748835,0.00500242946204,-0.00244607711678,-0.0500654950163,0.0116027870569,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2021,1,1,9391,48,2192,110,0.000913864679047,-6.07077824499e-06,0.499733787669,0.000524886578625,-0.00155192881827,0.000458242846006,0.00319454797146,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2021,1,2,9417,48,2521,110,0.000770719929451,-0.000263976102692,0.494000212382,0.000444395272412,-0.0014264776685,0.000306454080368,0.00180524583201,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2021,1,3,9414,48,2602,111,-0.000432223105516,-0.0016304009502,0.463352453792,-0.000197934564033,-0.00177601323958,-0.00088150016801,0.0019120458891,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2021,1,4,9418,48,2560,111,-0.000569941232304,-0.00164846777034,0.4609258866,-0.000481388506371,-0.00191044994959,-0.00103325714247,0.00212359311956,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2021,1,5,9427,48,2285,111,-0.000460316340247,-0.00191699933466,0.462289169407,-0.000466450046153,-0.00229342227204,-0.000914897081782,0.00148509600085,,,,,,,,
raw_spread,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2021,1,Q5-Q1,9391,48,,,-0.00137418101929,-0.00191092855642,-0.037444618262,-0.000991336624778,-0.000741493453768,-0.00137313992779,-0.00170945197061,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2021,3,1,9389,48,2192,110,0.00520828070602,0.00141006123347,0.512514644797,0.000548207785197,-0.00458313423673,0.00109095390131,0.0334433912025,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2021,3,2,9414,48,2521,110,0.005388042267,0.00235022804872,0.52166985341,0.000666440137023,-0.00348527199754,0.00126598009369,0.0202889313788,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2021,3,3,9411,48,2602,111,0.00398804934094,0.000927891746693,0.511316544469,-0.000372244602622,-0.00344862665479,-0.000117832202034,0.0179577090639,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2021,3,4,9415,48,2560,111,0.00382067503178,0.000998003992016,0.514073287307,-0.000654159327673,-0.00334805156081,-0.000301197049896,0.0148698884758,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2021,3,5,9424,48,2284,111,0.00348483458294,0.000368587168489,0.503820033956,-0.000604015680253,-0.00406193052694,-0.000623235217691,0.0230263157895,,,,,,,,
raw_spread,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2021,3,Q5-Q1,9389,48,,,-0.00172344612308,-0.00104147406498,-0.00869461084125,-0.00115222346545,0.000521203709784,-0.001714189119,-0.010417075413,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2021,5,1,9388,48,2192,110,0.00396489190213,-0.00460905596496,0.472944184065,-0.000629656318003,-0.0066368879453,-0.000423855563455,0.0759480187473,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2021,5,2,9409,48,2519,110,0.00648809828872,-0.001001001001,0.492188330322,0.00143600422019,-0.00339424343884,0.00209913325781,0.0472951429482,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2021,5,3,9406,48,2599,111,0.00452611777187,-0.00111303143151,0.489155857963,-0.000434057899344,-0.00472481827979,0.000151705528205,0.0409313204338,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2021,5,4,9408,48,2558,111,0.00381486898474,-0.00133501058666,0.486394557823,-0.000490320531009,-0.00390839487292,-0.000567204257517,0.0347576530612,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2021,5,5,9419,48,2282,111,0.00306341051505,-0.00277440229565,0.47637753477,-0.000887179416302,-0.00525810606632,-0.00132028473751,0.0502176451853,,,,,,,,
raw_spread,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2021,5,Q5-Q1,9388,48,,,-0.000901481387079,0.00183465366931,0.00343335070538,-0.000257523098299,0.00137878187898,-0.000896429174054,-0.0257303735621,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2021,10,1,9377,48,2189,110,0.00661309359895,-0.00706137801439,0.46880665458,-0.00106176761267,-0.0120673661833,-0.00132884409716,0.14375599872,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2021,10,2,9401,48,2518,110,0.0106470118641,-0.00114627887083,0.493990001064,0.00243150536799,-0.00656900874256,0.00272568675441,0.0985001595575,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2021,10,3,9401,48,2599,111,0.00770678213172,-0.000431222377155,0.496649292628,-0.00012033745657,-0.00590341190942,-0.000191009616052,0.0870120199979,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2021,10,4,9397,48,2555,111,0.00691636962321,-0.00155678862324,0.489517931255,-0.000363261357184,-0.00578852592017,-0.00100811738995,0.0753431946366,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2021,10,5,9411,48,2282,111,0.00518721798866,-0.00399201596806,0.480926575284,-0.00228473620255,-0.00892412385334,-0.00272089726024,0.099033046435,,,,,,,,
raw_spread,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2021,10,Q5-Q1,9377,48,,,-0.00142587561029,0.00306936204632,0.0121199207039,-0.00122296858988,0.00314324232998,-0.00139205316308,-0.0447229522853,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2021,20,1,9356,48,2187,110,0.00737922130505,-0.0146198074996,0.456712270201,-0.00304671849224,-0.0196466097422,-0.00532185736351,0.240914920906,-0.104296514959,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2021,20,2,9387,48,2517,110,0.0123834348013,-0.00690432001494,0.474592521572,0.00190506479156,-0.0107236355557,-0.000350701917675,0.190050069245,-0.0886132126354,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2021,20,3,9382,48,2595,111,0.0120801024655,-0.00399201596806,0.4831592411,0.00168700592124,-0.00914236926094,-0.000611062517549,0.16776806651,-0.0810059349616,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2021,20,4,9379,48,2551,111,0.00960192110635,-0.00552788024568,0.476809894445,-0.00115177971391,-0.00911294181779,-0.00310295111333,0.159718520098,-0.0782716271963,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2021,20,5,9390,48,2279,111,0.00819837014822,-0.00839054777134,0.46719914803,-0.00101379114556,-0.0117965773576,-0.00448290256369,0.189563365282,-0.0875407695432,,,,,,,
raw_spread,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2021,20,Q5-Q1,9356,48,,,0.000819148843168,0.00622925972829,0.0104868778289,0.00203292734668,0.00785003238454,0.000838954799821,-0.0513515556242,0.0167557454154,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2022,1,1,12662,48,2644,116,-0.00725898855317,-0.00849538830074,0.397567524878,0.0010975010472,-0.00123806012067,0.000343921544778,0.00521244669089,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2022,1,2,12686,48,3070,116,-0.00857452802604,-0.00879978086916,0.368989437175,-0.000345779581908,-0.00186456704891,-0.000988222693213,0.00441431499291,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2022,1,3,12686,48,3189,116,-0.00885789547892,-0.00879592541408,0.355746492196,-0.000692056754606,-0.00172529881461,-0.00126880307878,0.00275894687057,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2022,1,4,12685,48,3109,116,-0.00858266571602,-0.00836526727007,0.347024044147,-0.000262554357063,-0.00131020251225,-0.000994625766232,0.00252266456445,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2022,1,5,12707,48,2757,116,-0.00822890620746,-0.00841871811932,0.361218226175,0.000223577541682,-0.0011372732723,-0.000643091127519,0.0047218068781,,,,,,,,
raw_spread,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2022,1,Q5-Q1,12662,48,,,-0.000969917654288,7.66701814262e-05,-0.036349298703,-0.000873923505518,0.000100786848379,-0.000987012672296,-0.000490639812787,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2022,3,1,12655,48,2644,116,-0.00203353760356,-0.00593355199932,0.453891742394,0.00128254157514,-0.0032809622662,0.000473504875437,0.039431054919,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2022,3,2,12672,48,3069,116,-0.00294542075374,-0.00399201596806,0.46204229798,-8.58680121029e-06,-0.00268012679021,-0.000455432272733,0.0241477272727,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2022,3,3,12684,48,3187,116,-0.00301886978905,-0.00399201596806,0.455928729108,0.00020030753528,-0.00170462004807,-0.000530300504486,0.0193156732892,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2022,3,4,12683,48,3109,116,-0.00396957273826,-0.00409361833306,0.442876291098,-0.000598110739471,-0.00247094552688,-0.00147030123159,0.0189229677521,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2022,3,5,12700,48,2756,116,-0.00410042313862,-0.00535016027138,0.445669291339,-0.000912989158008,-0.00294184910983,-0.00161139640103,0.0244881889764,,,,,,,,
raw_spread,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2022,3,Q5-Q1,12655,48,,,-0.00206688553506,0.000583391727939,-0.00822245105573,-0.00219553073315,0.000339113156368,-0.00208490127647,-0.0149428659426,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2022,5,1,12646,48,2642,116,-0.00589353441166,-0.0115859242954,0.435869049502,0.000994068032678,-0.00604397189297,4.17034087962e-05,0.0970267278191,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2022,5,2,12665,48,3068,116,-0.00622517774529,-0.00925262151753,0.442558231346,0.000103475607164,-0.00383193149065,-0.000306908224424,0.0649822345045,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2022,5,3,12677,48,3184,116,-0.00574225032305,-0.00756292159201,0.441666009308,0.000228662022454,-0.00275330598947,0.000175336168306,0.0512739607163,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2022,5,4,12671,48,3105,116,-0.00733527576751,-0.00836526727007,0.435403677689,-0.00045065174317,-0.00270290992994,-0.00140717040933,0.0519296030305,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2022,5,5,12691,48,2756,116,-0.00786458724522,-0.00899708121446,0.432038452447,-0.000822786443466,-0.00350193794764,-0.00195402369611,0.0650066976598,,,,,,,,
raw_spread,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2022,5,Q5-Q1,12646,48,,,-0.00197105283356,0.00258884308091,-0.0038305970552,-0.00181685447614,0.00254203394534,-0.00199572710491,-0.0320200301593,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2022,10,1,12626,48,2639,116,-0.00679477355012,-0.0168374566391,0.43038175194,0.00112453551884,-0.00890396861921,-0.000268934404229,0.172659591319,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2022,10,2,12637,48,3066,116,-0.0062139187829,-0.0106468577322,0.445912795758,0.000729220303375,-0.00546746647553,0.000330133327636,0.135791722719,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2022,10,3,12653,48,3179,116,-0.00713479032317,-0.0103902129516,0.445823124951,0.00012421433186,-0.0043964690596,-0.00058500802653,0.119260254485,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2022,10,4,12646,48,3099,116,-0.0079655646895,-0.0105959050816,0.440613632769,-7.76028731252e-05,-0.00413569898642,-0.00139492069925,0.115688755338,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2022,10,5,12666,48,2756,116,-0.0105420873814,-0.013798387657,0.423417021949,-0.0019678704728,-0.00540802401785,-0.00401820388766,0.134217590399,,,,,,,,
raw_spread,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2022,10,Q5-Q1,12626,48,,,-0.00374731383128,0.00303906898214,-0.00696472999192,-0.00309240599164,0.00349594460136,-0.00374926948343,-0.03844200092,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2022,20,1,12578,48,2636,116,-0.0111319567943,-0.0270913022818,0.419701065352,0.00168942246959,-0.0125496401076,0.000595561091177,0.278979169979,-0.120428929665,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2022,20,2,12601,48,3058,116,-0.00951968666147,-0.0195789953739,0.43266407428,0.000754674097125,-0.00987128594582,0.00214382647113,0.236489167526,-0.107077141798,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2022,20,3,12608,48,3172,116,-0.0089751491329,-0.019239255475,0.428934010152,0.00215136040472,-0.00587464883858,0.00268759733715,0.212166878173,-0.101561469202,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2022,20,4,12609,48,3091,116,-0.012454703483,-0.0191750645051,0.423903560949,-0.000672588646853,-0.00701004648191,-0.00068104081404,0.204932984376,-0.100054940864,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2022,20,5,12611,48,2742,116,-0.0177685316677,-0.0251274639051,0.401078423598,-0.00396021191661,-0.00991566531505,-0.00618629073211,0.233209103164,-0.105879882915,,,,,,,
raw_spread,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2022,20,Q5-Q1,12578,48,,,-0.0066365748734,0.00196383837677,-0.0186226417538,-0.0056496343862,0.00263397479256,-0.00678185182328,-0.0457700668154,0.0145490467499,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2023,1,1,12409,48,2585,115,-0.0035468223286,-0.00550111897417,0.403175114836,0.000138995529031,-0.00125304119805,-0.000190221805573,0.00145056007736,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2023,1,2,12426,48,3109,113,-0.00388012757887,-0.00505629402574,0.384838242395,-3.56033339785e-05,-0.00095594894432,-0.00052145909552,0.000643811363271,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2023,1,3,12423,48,3197,115,-0.00379764055313,-0.0043352302975,0.384609192627,-8.45941692055e-05,-0.000581503787513,-0.000439058013742,0.000724462690171,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2023,1,4,12427,48,3139,114,-0.00368427267966,-0.0048658988231,0.376277460369,0.000155288504933,-0.000420300116294,-0.00032647171414,0.000482819666854,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2023,1,5,12442,48,2757,115,-0.00382572748532,-0.00496138539716,0.383378877994,-7.28714624485e-05,-0.000826912513614,-0.000466739090171,0.00200932325993,,,,,,,,
raw_spread,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2023,1,Q5-Q1,12409,48,,,-0.000278905156718,0.000539733577016,-0.0197962368421,-0.00021186699148,0.000426128684439,-0.000276517284599,0.000558763182563,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2023,3,1,12041,47,2564,115,-0.00532194048108,-0.0101402134004,0.406776845777,-9.03403764007e-05,-0.00345494779723,-0.000114575050116,0.0227555850843,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2023,3,2,12063,47,3077,113,-0.00557557098338,-0.00843848018249,0.395838514466,0.000294411502261,-0.00192438149863,-0.000380619623279,0.00953328359446,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2023,3,3,12055,47,3155,115,-0.00613516928165,-0.00824482546436,0.386229780174,-0.000360212811352,-0.00146184616776,-0.000933649869876,0.00829531314807,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2023,3,4,12061,47,3115,114,-0.00517866693182,-0.00727917103088,0.39565541829,0.000286851091571,-0.000800408433166,1.72464018611e-05,0.00837409833347,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2023,3,5,12076,47,2731,115,-0.00546649231985,-0.00817333553834,0.394915534945,-0.000183775342014,-0.00162306610822,-0.000273545668588,0.014822789003,,,,,,,,
raw_spread,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2023,3,Q5-Q1,12041,47,,,-0.000144551838773,0.00196687786202,-0.0118613108316,-9.34349656133e-05,0.00183188168902,-0.000158970618472,-0.00793279608131,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2023,5,1,12028,47,2563,115,-0.003021311359,-0.0102258323249,0.417858330562,0.000746016959186,-0.00382560856939,0.000758336791201,0.0440638510143,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2023,5,2,12049,47,3074,113,-0.0041996522115,-0.00920671745514,0.408000663956,0.000351779745523,-0.00262364277642,-0.000424823342695,0.0244003651755,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2023,5,3,12047,47,3152,115,-0.0047981234031,-0.00794835354118,0.404167012534,-0.000401736505604,-0.00189731824079,-0.00102978658026,0.0224952270275,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2023,5,4,12054,47,3114,114,-0.00402713745842,-0.00753338048718,0.408992865439,0.000201239932971,-0.00140866215014,-0.000268967638784,0.0206570433051,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2023,5,5,12067,47,2731,115,-0.00464909922516,-0.00841216974335,0.412032816773,-0.000930000730855,-0.00279844377997,-0.000891860346491,0.0297505593768,,,,,,,,
raw_spread,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2023,5,Q5-Q1,12028,47,,,-0.00162778786615,0.00181366258157,-0.005825513789,-0.00167601769004,0.00102716478942,-0.00165019713769,-0.0143132916375,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2023,10,1,11518,46,2514,115,-0.00318958713859,-0.0162456168072,0.412137523876,0.00149181585673,-0.00599909448575,0.00274583057939,0.10401111304,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2023,10,2,11535,46,3008,113,-0.00652989574409,-0.015411215785,0.400866926745,-0.000206592837908,-0.00449966634763,-0.000615488977806,0.0688339835284,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2023,10,3,11531,46,3100,115,-0.00678831220651,-0.0123268108135,0.405168675744,-4.35585246955e-05,-0.00283691181602,-0.000877247948335,0.0576706270055,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2023,10,4,11545,46,3059,114,-0.00514341439631,-0.011206851057,0.411346903421,0.000500159511675,-0.00196317656648,0.000761464575652,0.0507579038545,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2023,10,5,11559,46,2677,115,-0.0061598318086,-0.0130466340047,0.408166796436,-0.00159223707957,-0.00402803173109,-0.000261220627236,0.0696427026559,,,,,,,,
raw_spread,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2023,10,Q5-Q1,11518,46,,,-0.00297024467001,0.00319898280249,-0.00397072744,-0.0030840529363,0.00197106275466,-0.00300705120663,-0.0343684103845,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2023,20,1,10896,44,2444,115,-0.00418952872744,-0.0239823885336,0.412261380323,0.00246194559783,-0.0116012257277,0.00492033315389,0.20080763583,-0.0923468587625,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2023,20,2,10902,44,2936,113,-0.00857280392485,-0.0213207042602,0.404879838562,0.00057778439279,-0.00628627847302,0.000517258591667,0.148871766648,-0.0791939725025,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2023,20,3,10896,44,3032,115,-0.00925193549887,-0.0192970199296,0.400422173275,0.000100360060962,-0.00444111710428,-0.000120619475979,0.129129955947,-0.0733166823435,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2023,20,4,10916,44,2984,114,-0.00835956096294,-0.017358441619,0.406284353243,0.000107863725508,-0.0043527584351,0.00069730419859,0.117167460608,-0.0715420614284,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2023,20,5,10926,44,2606,115,-0.010388400043,-0.0224569629409,0.394105802673,-0.00338040498261,-0.00808945910911,-0.00130747720396,0.145066813106,-0.0784578341979,,,,,,,
raw_spread,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_PRESSURE,2023,20,Q5-Q1,10896,44,,,-0.00619887131558,0.00152542559275,-0.0181555776505,-0.00584235058044,0.0035117666186,-0.00622781035785,-0.0557408227233,0.0138890245645,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_NONPRESSURE,full,1,1,46047,262,4006,119,-0.00307366005928,-0.00603860771607,0.414033487524,0.000540960272438,-0.00213474123396,0.000863431551761,0.00390904944948,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_NONPRESSURE,full,1,2,46150,263,4118,118,-0.0032337890951,-0.00548828862358,0.401213434453,0.00019640201584,-0.00160879507676,0.000699737544121,0.00171180931744,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_NONPRESSURE,full,1,3,46148,263,4080,118,-0.00357868823487,-0.00526108544644,0.39275808269,-0.000119182796901,-0.00139415925497,0.000352942892684,0.0013651729219,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_NONPRESSURE,full,1,4,46152,263,4062,118,-0.0037164229214,-0.00533815463846,0.381868608078,-0.000223151615522,-0.00133314156817,0.000217165450686,0.00132171953545,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_NONPRESSURE,full,1,5,46249,263,3974,119,-0.00402540318979,-0.0058267675176,0.383835326169,-0.000407789748853,-0.00171050075776,-9.10986475507e-05,0.00235680771476,,,,,,,,
raw_spread,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_NONPRESSURE,full,1,Q5-Q1,46047,262,,,-0.000951743130513,0.000211840198478,-0.0301981613544,-0.000948750021291,0.000424240476201,-0.000954530199311,-0.00155224173471,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_NONPRESSURE,full,3,1,45898,261,4003,119,-0.00433574472176,-0.0103431085357,0.416771972635,0.000144754793021,-0.00483820620508,0.000220004853868,0.0391956076517,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_NONPRESSURE,full,3,2,46000,262,4108,118,-0.00367935391098,-0.008176923464,0.42002173913,0.000496684997501,-0.00296216120204,0.000866324013853,0.0223913043478,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_NONPRESSURE,full,3,3,46002,262,4073,118,-0.00379608674056,-0.00777836099691,0.4115908004,0.000191193884647,-0.00240616625851,0.000749198910735,0.0171296900135,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_NONPRESSURE,full,3,4,45993,262,4059,118,-0.00456113305254,-0.007960175267,0.405344291523,-0.000203653057375,-0.00244525840438,-1.5295751515e-05,0.016589481008,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_NONPRESSURE,full,3,5,46090,262,3968,119,-0.00496609376191,-0.00884720809078,0.402581904969,-0.000439556712926,-0.00293988978684,-0.000419559622586,0.0221957040573,,,,,,,,
raw_spread,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_NONPRESSURE,full,3,Q5-Q1,45898,261,,,-0.000630349040147,0.00149590044495,-0.0141900676664,-0.000584311505947,0.00189831641824,-0.000639564476453,-0.0169999035945,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_NONPRESSURE,full,5,1,45868,261,4002,119,-0.00647415348217,-0.0143386088117,0.408214877474,-0.000223524545998,-0.00677509864994,-0.000245813243035,0.0895613499608,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_NONPRESSURE,full,5,2,45965,262,4106,118,-0.00504703187879,-0.0105632279268,0.418644620907,0.000429811635779,-0.0043323883045,0.00115815694618,0.0562601979767,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_NONPRESSURE,full,5,3,45974,262,4071,118,-0.00508173766942,-0.00941731822504,0.41697481185,0.000372700758917,-0.00323987582132,0.00113474334342,0.0443076521512,,,,,,,,
raw,IND_DOWNSIDE_ASYMMETRY_20,INDUSTRY_NONPRESSURE,full,5,4,45968,262,4058,118,-0.00575325899778,-0.00956330951307,0.410633484163,0.00014179619624,-0.00280212283456,0.000450375321176,0.0426166028542,,,,,,,,
